predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
min_rankme,col_norm,8,per_ckpt,325B,90,0.1295,0.1479,0.173,0.022,layer_2
min_rankme,col_norm,8,per_ckpt,352B,90,-0.0083,0.95,0.0483,0.6414,layer_2
min_rankme,col_norm,8,per_ckpt,384B,90,-0.0046,0.967,-0.0124,0.9181,layer_2
min_rankme,col_norm,8,per_ckpt,415B,90,0.1769,0.1479,0.1741,0.1289,layer_2
min_rankme,col_norm,8,per_ckpt,447B,90,0.136,0.0589,0.1515,0.0819,layer_2
min_rankme,col_norm,8,per_ckpt,478B,90,0.1151,0.2697,0.0895,0.4476,layer_2
min_rankme,col_norm,8,per_ckpt,510B,90,-0.0007,0.999,0.0176,0.9221,layer_2
min_rankme,col_norm,8,per_ckpt,541B,90,-0.0663,0.5914,-0.0346,0.7822,layer_2
min_rankme,col_norm,8,per_ckpt,573B,90,0.031,0.7223,0.024,0.7852,layer_2
min_rankme,col_norm,8,per_ckpt,main,90,0.132,0.1698,0.1118,0.2278,layer_2
norm_asym,row_norm,4,per_ckpt,10B,90,0.094,0.6643,0.0932,0.6543,layer_2
norm_asym,row_norm,4,per_ckpt,42B,90,0.0038,0.98,0.0188,0.9031,layer_2
norm_asym,row_norm,4,per_ckpt,73B,90,-0.3893,0.0569,-0.4036,0.0539,layer_2
norm_asym,row_norm,4,per_ckpt,105B,90,-0.2364,0.3117,-0.2441,0.2997,layer_2
norm_asym,row_norm,4,per_ckpt,136B,90,-0.048,0.8302,-0.0396,0.8711,layer_2
norm_asym,row_norm,4,per_ckpt,168B,90,-0.1072,0.6424,-0.0963,0.6933,layer_2
norm_asym,row_norm,4,per_ckpt,199B,90,-0.2489,0.2667,-0.277,0.1978,layer_2
norm_asym,row_norm,4,per_ckpt,231B,90,-0.3928,0.032,-0.4218,0.024,layer_2
norm_asym,row_norm,4,per_ckpt,262B,90,-0.2366,0.2527,-0.3355,0.1139,layer_2
norm_asym,row_norm,4,per_ckpt,294B,90,0.0004,1.0,0.0376,0.8601,layer_2
norm_asym,row_norm,4,per_ckpt,325B,90,-0.0588,0.7502,-0.0462,0.8082,layer_2
norm_asym,row_norm,4,per_ckpt,352B,90,-0.0526,0.8232,-0.0589,0.7842,layer_2
norm_asym,row_norm,4,per_ckpt,384B,90,-0.0804,0.7403,-0.1464,0.5385,layer_2
norm_asym,row_norm,4,per_ckpt,415B,90,-0.2406,0.2997,-0.307,0.2118,layer_2
norm_asym,row_norm,4,per_ckpt,447B,90,-0.2883,0.2078,-0.275,0.2358,layer_2
norm_asym,row_norm,4,per_ckpt,478B,90,-0.1323,0.5814,-0.1356,0.5984,layer_2
norm_asym,row_norm,4,per_ckpt,510B,90,0.0211,0.8372,-0.0382,0.7013,layer_2
norm_asym,row_norm,4,per_ckpt,541B,90,0.2018,0.4126,0.1728,0.5025,layer_2
norm_asym,row_norm,4,per_ckpt,573B,90,-0.1557,0.5335,-0.1055,0.6603,layer_2
norm_asym,row_norm,4,per_ckpt,main,90,0.0797,0.6124,0.0436,0.7582,layer_2
norm_asym,row_norm,8,per_ckpt,10B,90,-0.0793,0.6633,-0.1451,0.4476,layer_2
norm_asym,row_norm,8,per_ckpt,42B,90,0.0362,0.8252,0.0572,0.7203,layer_2
norm_asym,row_norm,8,per_ckpt,73B,90,-0.0608,0.7662,-0.0794,0.7193,layer_2
norm_asym,row_norm,8,per_ckpt,105B,90,-0.1568,0.5554,-0.1987,0.4496,layer_2
norm_asym,row_norm,8,per_ckpt,136B,90,0.3158,0.0869,0.3075,0.1249,layer_2
norm_asym,row_norm,8,per_ckpt,168B,90,-0.0095,0.9291,0.0339,0.8072,layer_2
norm_asym,row_norm,8,per_ckpt,199B,90,0.0545,0.8292,0.0972,0.6933,layer_2
norm_asym,row_norm,8,per_ckpt,231B,90,-0.3289,0.0929,-0.3179,0.1189,layer_2
norm_asym,row_norm,8,per_ckpt,262B,90,0.3224,0.1259,0.3344,0.0949,layer_2
norm_asym,row_norm,8,per_ckpt,294B,90,0.3274,0.037,0.294,0.0869,layer_2
norm_asym,row_norm,8,per_ckpt,325B,90,-0.0532,0.8422,-0.0827,0.7532,layer_2
norm_asym,row_norm,8,per_ckpt,352B,90,-0.1152,0.5744,-0.1047,0.6094,layer_2
norm_asym,row_norm,8,per_ckpt,384B,90,-0.1046,0.6364,-0.0454,0.8372,layer_2
norm_asym,row_norm,8,per_ckpt,415B,90,-0.0773,0.7313,-0.028,0.8971,layer_2
norm_asym,row_norm,8,per_ckpt,447B,90,0.1776,0.4016,0.1809,0.3716,layer_2
norm_asym,row_norm,8,per_ckpt,478B,90,0.0591,0.8362,0.0968,0.7423,layer_2
norm_asym,row_norm,8,per_ckpt,510B,90,0.1191,0.5455,0.0486,0.8132,layer_2
norm_asym,row_norm,8,per_ckpt,541B,90,0.0257,0.9091,0.0336,0.8711,layer_2
norm_asym,row_norm,8,per_ckpt,573B,90,0.0041,0.991,-0.0012,0.997,layer_2
norm_asym,row_norm,8,per_ckpt,main,90,0.0987,0.6873,0.1071,0.6354,layer_2
norm_asym,col_norm,4,per_ckpt,10B,90,-0.1815,0.5265,-0.1829,0.5295,layer_2
norm_asym,col_norm,4,per_ckpt,42B,90,-0.0249,0.9281,0.0104,0.976,layer_2
norm_asym,col_norm,4,per_ckpt,73B,90,-0.0451,0.8841,-0.0081,0.976,layer_2
norm_asym,col_norm,4,per_ckpt,105B,90,-0.1584,0.6244,-0.1933,0.5475,layer_2
norm_asym,col_norm,4,per_ckpt,136B,90,-0.3949,0.1339,-0.4116,0.1279,layer_2
norm_asym,col_norm,4,per_ckpt,168B,90,-0.1678,0.5804,-0.1724,0.5994,layer_2
norm_asym,col_norm,4,per_ckpt,199B,90,0.4819,0.0759,0.4533,0.0979,layer_2
norm_asym,col_norm,4,per_ckpt,231B,90,0.3755,0.2178,0.3212,0.3117,layer_2
norm_asym,col_norm,4,per_ckpt,262B,90,-0.1279,0.6004,-0.0796,0.7502,layer_2
norm_asym,col_norm,4,per_ckpt,294B,90,-0.3286,0.2168,-0.3277,0.2278,layer_2
norm_asym,col_norm,4,per_ckpt,325B,90,-0.1763,0.5425,-0.1318,0.6384,layer_2
norm_asym,col_norm,4,per_ckpt,352B,90,-0.2247,0.4625,-0.2475,0.4136,layer_2
norm_asym,col_norm,4,per_ckpt,384B,90,-0.0269,0.9241,0.019,0.951,layer_2
norm_asym,col_norm,4,per_ckpt,415B,90,-0.0383,0.8741,-0.033,0.8841,layer_2
norm_asym,col_norm,4,per_ckpt,447B,90,0.2738,0.3147,0.2259,0.4146,layer_2
norm_asym,col_norm,4,per_ckpt,478B,90,-0.2608,0.3596,-0.2096,0.4785,layer_2
norm_asym,col_norm,4,per_ckpt,510B,90,-0.116,0.6873,-0.078,0.7882,layer_2
norm_asym,col_norm,4,per_ckpt,541B,90,0.1103,0.6414,0.1481,0.5465,layer_2
norm_asym,col_norm,4,per_ckpt,573B,90,-0.311,0.2837,-0.3121,0.2707,layer_2
norm_asym,col_norm,4,per_ckpt,main,90,-0.2794,0.3167,-0.2694,0.3107,layer_2
norm_asym,col_norm,8,per_ckpt,10B,90,-0.2247,0.3866,-0.2144,0.4076,layer_2
norm_asym,col_norm,8,per_ckpt,42B,90,-0.5744,0.027,-0.552,0.034,layer_2
norm_asym,col_norm,8,per_ckpt,73B,90,-0.1824,0.5235,-0.2137,0.4605,layer_2
norm_asym,col_norm,8,per_ckpt,105B,90,-0.2384,0.3467,-0.2211,0.4096,layer_2
norm_asym,col_norm,8,per_ckpt,136B,90,-0.4341,0.1668,-0.415,0.2038,layer_2
norm_asym,col_norm,8,per_ckpt,168B,90,-0.1612,0.5514,-0.1126,0.6843,layer_2
norm_asym,col_norm,8,per_ckpt,199B,90,-0.5428,0.016,-0.523,0.023,layer_2
norm_asym,col_norm,8,per_ckpt,231B,90,0.1158,0.6813,0.1838,0.5265,layer_2
norm_asym,col_norm,8,per_ckpt,262B,90,-0.0923,0.7363,-0.1398,0.6144,layer_2
norm_asym,col_norm,8,per_ckpt,294B,90,-0.165,0.6054,-0.1702,0.5944,layer_2
norm_asym,col_norm,8,per_ckpt,325B,90,0.0011,0.998,-0.0044,0.99,layer_2
norm_asym,col_norm,8,per_ckpt,352B,90,-0.2168,0.4266,-0.1825,0.5035,layer_2
norm_asym,col_norm,8,per_ckpt,384B,90,0.0439,0.8841,-0.0172,0.954,layer_2
norm_asym,col_norm,8,per_ckpt,415B,90,-0.3245,0.2088,-0.3257,0.2198,layer_2
norm_asym,col_norm,8,per_ckpt,447B,90,-0.1505,0.6334,-0.1154,0.7033,layer_2
norm_asym,col_norm,8,per_ckpt,478B,90,0.1842,0.5245,0.1047,0.7163,layer_2
norm_asym,col_norm,8,per_ckpt,510B,90,-0.2784,0.1678,-0.2408,0.2388,layer_2
norm_asym,col_norm,8,per_ckpt,541B,90,0.1772,0.5295,0.1777,0.5185,layer_2
norm_asym,col_norm,8,per_ckpt,573B,90,-0.1951,0.5185,-0.1171,0.6963,layer_2
norm_asym,col_norm,8,per_ckpt,main,90,-0.1197,0.6643,-0.1029,0.7003,layer_2
abs_diff,row_norm,4,pooled,,1800,0.1335,0.0,0.1322,0.0,layer_3
abs_diff,row_norm,8,pooled,,1800,0.0262,0.2668,0.0231,0.3281,layer_3
abs_diff,col_norm,4,pooled,,1800,0.097,0.0,0.0939,0.0001,layer_3
abs_diff,col_norm,8,pooled,,1800,0.0235,0.3182,0.017,0.4697,layer_3
signed_diff,row_norm,4,pooled,,1800,-0.0629,0.0076,-0.0608,0.0099,layer_3
signed_diff,row_norm,8,pooled,,1800,0.0039,0.8681,-0.0144,0.5422,layer_3
signed_diff,col_norm,4,pooled,,1800,-0.0772,0.001,-0.0921,0.0001,layer_3
signed_diff,col_norm,8,pooled,,1800,-0.1453,0.0,-0.121,0.0,layer_3
min_rankme,row_norm,4,pooled,,1800,-0.0238,0.313,-0.0174,0.4605,layer_3
min_rankme,row_norm,8,pooled,,1800,0.0686,0.0036,0.064,0.0066,layer_3
min_rankme,col_norm,4,pooled,,1800,-0.0246,0.2965,-0.0117,0.6213,layer_3
min_rankme,col_norm,8,pooled,,1800,0.0459,0.0517,0.0533,0.0238,layer_3
norm_asym,row_norm,4,pooled,,1800,-0.1053,0.0,-0.1211,0.0,layer_3
norm_asym,row_norm,8,pooled,,1800,0.0378,0.1092,0.0329,0.163,layer_3
norm_asym,col_norm,4,pooled,,1800,-0.0571,0.0153,-0.0482,0.0408,layer_3
norm_asym,col_norm,8,pooled,,1800,-0.168,0.0,-0.1482,0.0,layer_3
abs_diff,row_norm,4,per_ckpt,10B,90,0.1561,0.0979,0.1573,0.1199,layer_3
abs_diff,row_norm,4,per_ckpt,42B,90,0.2905,0.008,0.2528,0.025,layer_3
abs_diff,row_norm,4,per_ckpt,73B,90,0.0683,0.5365,0.0803,0.4725,layer_3
abs_diff,row_norm,4,per_ckpt,105B,90,0.1007,0.3546,0.1564,0.1938,layer_3
abs_diff,row_norm,4,per_ckpt,136B,90,0.1691,0.1279,0.2036,0.0849,layer_3
abs_diff,row_norm,4,per_ckpt,168B,90,0.0181,0.8721,0.1039,0.3606,layer_3
abs_diff,row_norm,4,per_ckpt,199B,90,-0.1045,0.3836,-0.0841,0.5205,layer_3
abs_diff,row_norm,4,per_ckpt,231B,90,-0.0019,0.987,-0.0142,0.9121,layer_3
abs_diff,row_norm,4,per_ckpt,262B,90,0.1799,0.1149,0.1399,0.2827,layer_3
abs_diff,row_norm,4,per_ckpt,294B,90,0.0174,0.9141,-0.0375,0.8272,layer_3
abs_diff,row_norm,4,per_ckpt,325B,90,0.0777,0.5984,0.0863,0.5704,layer_3
abs_diff,row_norm,4,per_ckpt,352B,90,-0.0185,0.8701,-0.0363,0.7852,layer_3
abs_diff,row_norm,4,per_ckpt,384B,90,0.1599,0.1039,0.2139,0.042,layer_3
abs_diff,row_norm,4,per_ckpt,415B,90,0.1214,0.2378,0.1623,0.1319,layer_3
abs_diff,row_norm,4,per_ckpt,447B,90,-0.1127,0.3277,-0.1064,0.4166,layer_3
abs_diff,row_norm,4,per_ckpt,478B,90,0.1876,0.0829,0.1849,0.1139,layer_3
abs_diff,row_norm,4,per_ckpt,510B,90,0.0378,0.7902,0.0825,0.6114,layer_3
abs_diff,row_norm,4,per_ckpt,541B,90,0.0033,0.965,0.012,0.9041,layer_3
abs_diff,row_norm,4,per_ckpt,573B,90,0.0191,0.8462,0.0244,0.8132,layer_3
abs_diff,row_norm,4,per_ckpt,main,90,-0.0747,0.5265,-0.0333,0.7902,layer_3
abs_diff,row_norm,8,per_ckpt,10B,90,0.1425,0.2238,0.1157,0.3536,layer_3
abs_diff,row_norm,8,per_ckpt,42B,90,0.1095,0.3536,0.1373,0.2887,layer_3
abs_diff,row_norm,8,per_ckpt,73B,90,-0.2179,0.036,-0.2248,0.04,layer_3
abs_diff,row_norm,8,per_ckpt,105B,90,0.1173,0.1459,0.0948,0.2567,layer_3
abs_diff,row_norm,8,per_ckpt,136B,90,0.1417,0.2687,0.1328,0.3237,layer_3
abs_diff,row_norm,8,per_ckpt,168B,90,-0.0415,0.7812,-0.0194,0.9061,layer_3
abs_diff,row_norm,8,per_ckpt,199B,90,0.001,0.99,0.0042,0.976,layer_3
abs_diff,row_norm,8,per_ckpt,231B,90,-0.0382,0.7483,-0.0614,0.6354,layer_3
abs_diff,row_norm,8,per_ckpt,262B,90,0.0507,0.6553,0.0578,0.6563,layer_3
abs_diff,row_norm,8,per_ckpt,294B,90,0.0159,0.8821,-0.0419,0.7073,layer_3
abs_diff,row_norm,8,per_ckpt,325B,90,-0.1565,0.0909,-0.0903,0.3317,layer_3
abs_diff,row_norm,8,per_ckpt,352B,90,0.0071,0.951,0.0133,0.9031,layer_3
abs_diff,row_norm,8,per_ckpt,384B,90,-0.1501,0.2088,-0.1292,0.3247,layer_3
abs_diff,row_norm,8,per_ckpt,415B,90,-0.2076,0.0689,-0.2314,0.044,layer_3
abs_diff,row_norm,8,per_ckpt,447B,90,-0.0647,0.5185,-0.0672,0.5395,layer_3
abs_diff,row_norm,8,per_ckpt,478B,90,-0.1943,0.039,-0.1856,0.0699,layer_3
abs_diff,row_norm,8,per_ckpt,510B,90,0.0838,0.4985,0.0711,0.6054,layer_3
abs_diff,row_norm,8,per_ckpt,541B,90,0.1565,0.1958,0.1844,0.1738,layer_3
abs_diff,row_norm,8,per_ckpt,573B,90,0.0076,0.955,0.0254,0.8591,layer_3
abs_diff,row_norm,8,per_ckpt,main,90,-0.0327,0.7223,-0.0955,0.3676,layer_3
abs_diff,col_norm,4,per_ckpt,10B,90,0.0617,0.2268,0.0794,0.1688,layer_3
abs_diff,col_norm,4,per_ckpt,42B,90,0.1161,0.004,0.1112,0.015,layer_3
abs_diff,col_norm,4,per_ckpt,73B,90,0.043,0.5495,0.051,0.4925,layer_3
abs_diff,col_norm,4,per_ckpt,105B,90,0.059,0.4136,0.1021,0.1928,layer_3
abs_diff,col_norm,4,per_ckpt,136B,90,0.2038,0.036,0.1746,0.0799,layer_3
abs_diff,col_norm,4,per_ckpt,168B,90,0.0284,0.6953,0.0618,0.4116,layer_3
abs_diff,col_norm,4,per_ckpt,199B,90,-0.051,0.5165,-0.055,0.5225,layer_3
abs_diff,col_norm,4,per_ckpt,231B,90,-0.014,0.8102,-0.0023,0.97,layer_3
abs_diff,col_norm,4,per_ckpt,262B,90,0.1683,0.1009,0.1302,0.2707,layer_3
abs_diff,col_norm,4,per_ckpt,294B,90,-0.0117,0.9241,-0.0328,0.8082,layer_3
abs_diff,col_norm,4,per_ckpt,325B,90,0.0616,0.5255,0.0629,0.5704,layer_3
abs_diff,col_norm,4,per_ckpt,352B,90,-0.0182,0.7952,-0.025,0.7852,layer_3
abs_diff,col_norm,4,per_ckpt,384B,90,0.1554,0.0749,0.186,0.043,layer_3
abs_diff,col_norm,4,per_ckpt,415B,90,0.1308,0.1738,0.1568,0.1259,layer_3
abs_diff,col_norm,4,per_ckpt,447B,90,-0.1015,0.2817,-0.0869,0.3956,layer_3
abs_diff,col_norm,4,per_ckpt,478B,90,0.1594,0.0909,0.1637,0.1209,layer_3
abs_diff,col_norm,4,per_ckpt,510B,90,0.0191,0.8202,0.0425,0.6494,layer_3
abs_diff,col_norm,4,per_ckpt,541B,90,0.0283,0.7522,0.0153,0.8911,layer_3
abs_diff,col_norm,4,per_ckpt,573B,90,0.0033,0.962,0.0224,0.7612,layer_3
abs_diff,col_norm,4,per_ckpt,main,90,-0.0258,0.7303,-0.0221,0.7892,layer_3
abs_diff,col_norm,8,per_ckpt,10B,90,0.1424,0.1019,0.095,0.3297,layer_3
abs_diff,col_norm,8,per_ckpt,42B,90,0.1008,0.1658,0.0921,0.2687,layer_3
abs_diff,col_norm,8,per_ckpt,73B,90,-0.1918,0.023,-0.1856,0.037,layer_3
abs_diff,col_norm,8,per_ckpt,105B,90,0.1102,0.2148,0.1142,0.2248,layer_3
abs_diff,col_norm,8,per_ckpt,136B,90,0.0504,0.4206,0.0718,0.2378,layer_3
abs_diff,col_norm,8,per_ckpt,168B,90,0.0402,0.6274,-0.0081,0.9361,layer_3
abs_diff,col_norm,8,per_ckpt,199B,90,-0.0519,0.6054,0.0063,0.96,layer_3
abs_diff,col_norm,8,per_ckpt,231B,90,-0.0583,0.5445,-0.0534,0.6104,layer_3
abs_diff,col_norm,8,per_ckpt,262B,90,0.0316,0.7293,0.0443,0.6743,layer_3
abs_diff,col_norm,8,per_ckpt,294B,90,-0.0304,0.5624,-0.025,0.6274,layer_3
abs_diff,col_norm,8,per_ckpt,325B,90,-0.0495,0.5055,-0.0739,0.3247,layer_3
abs_diff,col_norm,8,per_ckpt,352B,90,0.0274,0.7622,0.0086,0.9341,layer_3
abs_diff,col_norm,8,per_ckpt,384B,90,-0.0957,0.2517,-0.0996,0.3167,layer_3
abs_diff,col_norm,8,per_ckpt,415B,90,-0.1484,0.1199,-0.1912,0.036,layer_3
abs_diff,col_norm,8,per_ckpt,447B,90,-0.038,0.5854,-0.0535,0.5165,layer_3
abs_diff,col_norm,8,per_ckpt,478B,90,-0.142,0.0689,-0.1526,0.0969,layer_3
abs_diff,col_norm,8,per_ckpt,510B,90,0.1092,0.3736,0.0708,0.5934,layer_3
abs_diff,col_norm,8,per_ckpt,541B,90,0.1812,0.032,0.1314,0.1858,layer_3
abs_diff,col_norm,8,per_ckpt,573B,90,-0.0017,0.976,0.0125,0.8761,layer_3
abs_diff,col_norm,8,per_ckpt,main,90,-0.0296,0.7043,-0.0718,0.3696,layer_3
signed_diff,row_norm,4,per_ckpt,10B,90,0.0829,0.6923,0.0872,0.6683,layer_3
signed_diff,row_norm,4,per_ckpt,42B,90,0.0192,0.9001,0.0485,0.7782,layer_3
signed_diff,row_norm,4,per_ckpt,73B,90,-0.379,0.0779,-0.39,0.0689,layer_3
signed_diff,row_norm,4,per_ckpt,105B,90,-0.1458,0.5564,-0.114,0.6583,layer_3
signed_diff,row_norm,4,per_ckpt,136B,90,-0.0285,0.9021,-0.0154,0.9461,layer_3
signed_diff,row_norm,4,per_ckpt,168B,90,0.0092,0.967,0.0361,0.8681,layer_3
signed_diff,row_norm,4,per_ckpt,199B,90,-0.2562,0.2428,-0.2542,0.2428,layer_3
signed_diff,row_norm,4,per_ckpt,231B,90,-0.3308,0.0769,-0.3199,0.0979,layer_3
signed_diff,row_norm,4,per_ckpt,262B,90,-0.1362,0.5185,-0.1492,0.5085,layer_3
signed_diff,row_norm,4,per_ckpt,294B,90,-0.059,0.8052,-0.0699,0.7662,layer_3
signed_diff,row_norm,4,per_ckpt,325B,90,0.0424,0.8342,0.089,0.6943,layer_3
signed_diff,row_norm,4,per_ckpt,352B,90,-0.1828,0.4086,-0.2126,0.3526,layer_3
signed_diff,row_norm,4,per_ckpt,384B,90,0.0195,0.9371,-0.0052,0.984,layer_3
signed_diff,row_norm,4,per_ckpt,415B,90,-0.1115,0.6304,-0.1418,0.5554,layer_3
signed_diff,row_norm,4,per_ckpt,447B,90,-0.3138,0.1668,-0.3167,0.1618,layer_3
signed_diff,row_norm,4,per_ckpt,478B,90,-0.0632,0.8122,-0.0551,0.8342,layer_3
signed_diff,row_norm,4,per_ckpt,510B,90,0.0346,0.7373,-0.0335,0.7333,layer_3
signed_diff,row_norm,4,per_ckpt,541B,90,0.2577,0.2787,0.2232,0.3756,layer_3
signed_diff,row_norm,4,per_ckpt,573B,90,-0.1888,0.4595,-0.203,0.4496,layer_3
signed_diff,row_norm,4,per_ckpt,main,90,0.0766,0.6344,0.0355,0.8252,layer_3
signed_diff,row_norm,8,per_ckpt,10B,90,-0.0396,0.8312,-0.1206,0.5524,layer_3
signed_diff,row_norm,8,per_ckpt,42B,90,0.0438,0.7962,0.0762,0.6364,layer_3
signed_diff,row_norm,8,per_ckpt,73B,90,-0.096,0.6523,-0.1158,0.6114,layer_3
signed_diff,row_norm,8,per_ckpt,105B,90,-0.116,0.6893,-0.1654,0.5924,layer_3
signed_diff,row_norm,8,per_ckpt,136B,90,0.2278,0.2438,0.2169,0.2947,layer_3
signed_diff,row_norm,8,per_ckpt,168B,90,0.0277,0.8242,0.059,0.6573,layer_3
signed_diff,row_norm,8,per_ckpt,199B,90,-0.0121,0.966,-0.0102,0.964,layer_3
signed_diff,row_norm,8,per_ckpt,231B,90,-0.3272,0.0989,-0.3273,0.1149,layer_3
signed_diff,row_norm,8,per_ckpt,262B,90,0.4397,0.031,0.4348,0.028,layer_3
signed_diff,row_norm,8,per_ckpt,294B,90,0.3157,0.047,0.312,0.05,layer_3
signed_diff,row_norm,8,per_ckpt,325B,90,-0.1067,0.6883,-0.168,0.5325,layer_3
signed_diff,row_norm,8,per_ckpt,352B,90,-0.094,0.6793,-0.1066,0.6434,layer_3
signed_diff,row_norm,8,per_ckpt,384B,90,-0.2589,0.2258,-0.2439,0.2537,layer_3
signed_diff,row_norm,8,per_ckpt,415B,90,-0.1413,0.5335,-0.1468,0.5225,layer_3
signed_diff,row_norm,8,per_ckpt,447B,90,0.1341,0.5165,0.1052,0.6034,layer_3
signed_diff,row_norm,8,per_ckpt,478B,90,-0.0388,0.8811,-0.0341,0.8961,layer_3
signed_diff,row_norm,8,per_ckpt,510B,90,0.1277,0.5135,0.0818,0.6903,layer_3
signed_diff,row_norm,8,per_ckpt,541B,90,0.0525,0.8212,0.0564,0.8022,layer_3
signed_diff,row_norm,8,per_ckpt,573B,90,0.006,0.982,-0.0011,0.999,layer_3
signed_diff,row_norm,8,per_ckpt,main,90,0.0732,0.7792,0.0482,0.8452,layer_3
signed_diff,col_norm,4,per_ckpt,10B,90,-0.1537,0.5934,-0.1602,0.5804,layer_3
signed_diff,col_norm,4,per_ckpt,42B,90,-0.0026,0.995,0.0329,0.9191,layer_3
signed_diff,col_norm,4,per_ckpt,73B,90,0.0451,0.8911,0.0703,0.8232,layer_3
signed_diff,col_norm,4,per_ckpt,105B,90,-0.0677,0.8142,-0.0781,0.7852,layer_3
signed_diff,col_norm,4,per_ckpt,136B,90,-0.3956,0.1459,-0.4277,0.1189,layer_3
signed_diff,col_norm,4,per_ckpt,168B,90,-0.1421,0.6274,-0.118,0.6953,layer_3
signed_diff,col_norm,4,per_ckpt,199B,90,0.4947,0.0749,0.485,0.0839,layer_3
signed_diff,col_norm,4,per_ckpt,231B,90,0.5232,0.0759,0.5084,0.1019,layer_3
signed_diff,col_norm,4,per_ckpt,262B,90,-0.1594,0.5325,-0.1388,0.5884,layer_3
signed_diff,col_norm,4,per_ckpt,294B,90,-0.3128,0.2507,-0.3289,0.2338,layer_3
signed_diff,col_norm,4,per_ckpt,325B,90,-0.2545,0.3736,-0.253,0.3926,layer_3
signed_diff,col_norm,4,per_ckpt,352B,90,-0.0592,0.8521,-0.0686,0.8262,layer_3
signed_diff,col_norm,4,per_ckpt,384B,90,-0.1735,0.4975,-0.1722,0.5075,layer_3
signed_diff,col_norm,4,per_ckpt,415B,90,-0.1065,0.6833,-0.1392,0.6044,layer_3
signed_diff,col_norm,4,per_ckpt,447B,90,0.2711,0.3117,0.211,0.4645,layer_3
signed_diff,col_norm,4,per_ckpt,478B,90,-0.2832,0.3237,-0.2684,0.3536,layer_3
signed_diff,col_norm,4,per_ckpt,510B,90,-0.2093,0.4845,-0.2122,0.4915,layer_3
signed_diff,col_norm,4,per_ckpt,541B,90,0.067,0.7662,0.0723,0.7612,layer_3
signed_diff,col_norm,4,per_ckpt,573B,90,-0.2535,0.3976,-0.2788,0.3656,layer_3
signed_diff,col_norm,4,per_ckpt,main,90,-0.2772,0.3347,-0.2975,0.2977,layer_3
signed_diff,col_norm,8,per_ckpt,10B,90,-0.2489,0.3427,-0.233,0.3736,layer_3
signed_diff,col_norm,8,per_ckpt,42B,90,-0.6017,0.023,-0.5678,0.032,layer_3
signed_diff,col_norm,8,per_ckpt,73B,90,-0.251,0.3606,-0.2678,0.3407,layer_3
signed_diff,col_norm,8,per_ckpt,105B,90,-0.2956,0.2228,-0.3102,0.2288,layer_3
signed_diff,col_norm,8,per_ckpt,136B,90,-0.6041,0.049,-0.6059,0.048,layer_3
signed_diff,col_norm,8,per_ckpt,168B,90,-0.3225,0.2398,-0.3203,0.2647,layer_3
signed_diff,col_norm,8,per_ckpt,199B,90,-0.5665,0.006,-0.5609,0.008,layer_3
signed_diff,col_norm,8,per_ckpt,231B,90,-0.0,1.0,0.0112,0.97,layer_3
signed_diff,col_norm,8,per_ckpt,262B,90,-0.064,0.8342,-0.0391,0.8951,layer_3
signed_diff,col_norm,8,per_ckpt,294B,90,-0.2308,0.4865,-0.2282,0.4845,layer_3
signed_diff,col_norm,8,per_ckpt,325B,90,-0.0625,0.8342,-0.0978,0.7542,layer_3
signed_diff,col_norm,8,per_ckpt,352B,90,-0.2613,0.3347,-0.2456,0.3746,layer_3
signed_diff,col_norm,8,per_ckpt,384B,90,0.1058,0.7293,0.0772,0.8082,layer_3
signed_diff,col_norm,8,per_ckpt,415B,90,-0.2433,0.3696,-0.2569,0.3606,layer_3
signed_diff,col_norm,8,per_ckpt,447B,90,-0.1032,0.7293,-0.0946,0.7552,layer_3
signed_diff,col_norm,8,per_ckpt,478B,90,0.3704,0.1888,0.3508,0.2068,layer_3
signed_diff,col_norm,8,per_ckpt,510B,90,-0.2508,0.2128,-0.2374,0.2408,layer_3
signed_diff,col_norm,8,per_ckpt,541B,90,0.1236,0.6573,0.1128,0.7023,layer_3
signed_diff,col_norm,8,per_ckpt,573B,90,-0.2871,0.3656,-0.2272,0.4875,layer_3
signed_diff,col_norm,8,per_ckpt,main,90,-0.1291,0.6673,-0.1228,0.6893,layer_3
min_rankme,row_norm,4,per_ckpt,10B,90,0.0266,0.8741,0.0744,0.6124,layer_3
min_rankme,row_norm,4,per_ckpt,42B,90,-0.007,0.97,0.0193,0.9141,layer_3
min_rankme,row_norm,4,per_ckpt,73B,90,-0.1862,0.3027,-0.1402,0.4356,layer_3
min_rankme,row_norm,4,per_ckpt,105B,90,-0.0369,0.8362,-0.0424,0.7922,layer_3
min_rankme,row_norm,4,per_ckpt,136B,90,-0.1442,0.3477,-0.1989,0.1878,layer_3
min_rankme,row_norm,4,per_ckpt,168B,90,-0.1397,0.4036,-0.0782,0.6494,layer_3
min_rankme,row_norm,4,per_ckpt,199B,90,-0.204,0.2048,-0.3004,0.0519,layer_3
min_rankme,row_norm,4,per_ckpt,231B,90,-0.2249,0.1808,-0.1951,0.2258,layer_3
min_rankme,row_norm,4,per_ckpt,262B,90,-0.2906,0.0799,-0.3175,0.049,layer_3
min_rankme,row_norm,4,per_ckpt,294B,90,-0.0097,0.97,-0.0049,0.979,layer_3
min_rankme,row_norm,4,per_ckpt,325B,90,0.0942,0.6274,0.1282,0.4675,layer_3
