checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
10B,Spanish,layer_14,mean,145.8496,18.1878,0.648634,0.2237,0.3181,0.3825,0.4955,0.5967,0.7044,0.8478,0.9417,0.9996
10B,Spanish,layer_15,mean,153.0132,19.5703,0.630818,0.2148,0.3089,0.3736,0.4877,0.5899,0.6991,0.8449,0.9405,0.9996
10B,Spanish,layer_16,mean,161.1456,21.8224,0.631767,0.2018,0.2968,0.3636,0.4808,0.5856,0.6966,0.8438,0.94,0.9996
10B,Spanish,layer_17,mean,172.1553,25.6993,0.634638,0.1829,0.2808,0.3509,0.4727,0.5806,0.694,0.8429,0.9396,0.9996
10B,Spanish,layer_18,mean,182.0328,27.4593,0.628834,0.1764,0.2728,0.3409,0.4597,0.5683,0.6839,0.8371,0.9372,0.9996
10B,Spanish,layer_19,mean,192.5305,29.6537,0.625461,0.1692,0.2618,0.3286,0.4469,0.5564,0.6749,0.8323,0.9353,0.9996
10B,Spanish,layer_20,mean,202.9698,33.2215,0.62404,0.1579,0.2514,0.3174,0.4367,0.5487,0.6695,0.8295,0.934,0.9995
10B,Spanish,layer_21,mean,210.3493,36.603,0.624634,0.1482,0.2438,0.3107,0.4307,0.5435,0.6663,0.8284,0.9335,0.9995
10B,Spanish,layer_22,mean,218.902,42.021,0.628068,0.1344,0.2345,0.3028,0.4242,0.5389,0.6645,0.8287,0.9338,0.9995
10B,Spanish,layer_23,mean,224.3766,45.8642,0.628731,0.1259,0.2283,0.2987,0.4214,0.5366,0.6628,0.828,0.9335,0.9995
10B,Spanish,layer_24,mean,233.0332,51.3159,0.632765,0.1161,0.218,0.2897,0.4124,0.5296,0.6589,0.8279,0.9339,0.9995
10B,Spanish,layer_25,mean,228.2534,56.6807,0.64473,0.1037,0.215,0.2938,0.4233,0.5424,0.6709,0.8361,0.9375,0.9996
10B,Spanish,layer_26,mean,220.4893,62.306,0.663004,0.0904,0.2103,0.2974,0.4359,0.5591,0.6876,0.8474,0.9428,0.9996
10B,Spanish,layer_27,mean,208.8252,59.0138,0.671036,0.0916,0.2185,0.3103,0.4511,0.5732,0.699,0.8541,0.9456,0.9996
10B,Spanish,layer_28,mean,183.059,45.1455,0.675976,0.1146,0.2478,0.3438,0.4818,0.5981,0.7165,0.8625,0.9489,0.9997
10B,Spanish,layer_29,mean,165.2127,36.7955,0.676343,0.1337,0.2726,0.3703,0.5041,0.6155,0.7279,0.8673,0.9507,0.9997
10B,German,layer_0,last,12.4228,4.8312,1.079414,0.4024,0.7383,0.8555,0.9277,0.9554,0.9754,0.9922,0.9982,1.0
10B,German,layer_1,last,32.5337,6.7876,0.960991,0.3555,0.5846,0.6705,0.7618,0.8302,0.8966,0.9654,0.992,1.0
10B,German,layer_2,last,17.3223,3.6234,0.89226,0.5156,0.6826,0.756,0.8222,0.8709,0.9173,0.9687,0.9918,1.0
10B,German,layer_3,last,10.2724,2.5194,0.857697,0.6251,0.7563,0.8148,0.8649,0.9013,0.9354,0.974,0.9927,1.0
10B,German,layer_4,last,8.1135,2.2243,0.852549,0.6664,0.79,0.8424,0.8849,0.9159,0.9443,0.9769,0.9932,1.0
10B,German,layer_5,last,8.2614,2.2443,0.833032,0.6632,0.7905,0.8413,0.8828,0.9139,0.9424,0.9755,0.9925,1.0
10B,German,layer_6,last,9.1314,2.3724,0.797651,0.6442,0.7801,0.8319,0.8749,0.9075,0.9372,0.9725,0.9913,1.0
10B,German,layer_7,last,12.8643,2.8604,0.788879,0.5847,0.7318,0.789,0.8445,0.885,0.9221,0.9655,0.989,0.9999
10B,German,layer_8,last,16.676,3.3547,0.772207,0.5376,0.6975,0.7567,0.8193,0.8656,0.9084,0.9586,0.9864,0.9999
10B,German,layer_9,last,21.6783,4.0175,0.760221,0.4883,0.6595,0.7246,0.7928,0.845,0.8941,0.9515,0.9838,0.9999
10B,German,layer_10,last,34.1505,5.7324,0.75598,0.4032,0.5873,0.6585,0.7423,0.8081,0.8707,0.941,0.9799,0.9999
10B,German,layer_11,last,43.4483,7.2752,0.757909,0.3519,0.5474,0.6269,0.7172,0.7873,0.855,0.9328,0.9768,0.9999
10B,German,layer_12,last,78.0324,14.1957,0.746326,0.2391,0.4234,0.5141,0.6376,0.7327,0.8232,0.9187,0.9717,0.9998
10B,German,layer_13,last,97.6637,19.1078,0.728793,0.1984,0.3796,0.4728,0.605,0.7053,0.8019,0.9071,0.967,0.9998
10B,German,layer_14,last,102.0397,19.0377,0.69999,0.1992,0.3804,0.4733,0.5994,0.6937,0.7863,0.8962,0.962,0.9998
10B,German,layer_15,last,116.3617,24.539,0.69918,0.1673,0.3458,0.4449,0.5837,0.6845,0.7793,0.8923,0.9605,0.9997
10B,German,layer_16,last,128.704,30.3268,0.69363,0.142,0.3195,0.4223,0.5708,0.6772,0.7734,0.888,0.9583,0.9997
10B,German,layer_17,last,133.5897,32.8794,0.684234,0.1316,0.3112,0.4164,0.5675,0.6744,0.7697,0.8842,0.9563,0.9997
10B,German,layer_18,last,140.5117,35.4687,0.67117,0.1217,0.3049,0.4108,0.5598,0.6663,0.7612,0.8777,0.9532,0.9997
10B,German,layer_19,last,146.1558,37.6052,0.662017,0.1153,0.2967,0.4043,0.5547,0.6609,0.755,0.8727,0.9508,0.9997
10B,German,layer_20,last,154.482,42.0761,0.659829,0.1047,0.277,0.3873,0.5436,0.6557,0.7525,0.8704,0.9494,0.9997
10B,German,layer_21,last,172.9688,46.5111,0.642667,0.098,0.2614,0.3681,0.5199,0.6295,0.7276,0.855,0.9434,0.9996
10B,German,layer_22,last,181.4847,49.3856,0.64014,0.0906,0.2522,0.3567,0.5081,0.6174,0.7185,0.8511,0.9418,0.9996
10B,German,layer_23,last,188.7292,50.7909,0.634442,0.0876,0.2491,0.35,0.4982,0.6065,0.7088,0.8456,0.9395,0.9996
10B,German,layer_24,last,193.3443,51.9215,0.65332,0.0868,0.2489,0.3469,0.4892,0.5969,0.7034,0.8448,0.9396,0.9996
10B,German,layer_25,last,190.0711,52.2132,0.646369,0.0843,0.2498,0.3455,0.4911,0.6016,0.7113,0.8506,0.9421,0.9996
10B,German,layer_26,last,186.4316,53.1288,0.665864,0.0842,0.2467,0.3422,0.4895,0.6056,0.7206,0.8602,0.9467,0.9996
10B,German,layer_27,last,170.1308,45.8401,0.675521,0.0985,0.2657,0.362,0.5083,0.623,0.7347,0.8687,0.9504,0.9997
10B,German,layer_28,last,147.6621,35.8558,0.703697,0.1255,0.2949,0.3916,0.5354,0.6469,0.7538,0.88,0.9551,0.9997
10B,German,layer_29,last,133.2879,30.027,0.691507,0.1448,0.317,0.4142,0.5552,0.6628,0.7653,0.8859,0.9573,0.9997
10B,German,layer_0,mean,162.7539,56.3686,0.964242,0.0974,0.2098,0.2915,0.4512,0.6066,0.7687,0.9304,0.9849,0.9999
10B,German,layer_1,mean,154.0813,40.9047,0.884543,0.1305,0.2377,0.3171,0.4684,0.6145,0.7668,0.9202,0.9791,0.9999
10B,German,layer_2,mean,154.4767,32.9326,0.812628,0.1539,0.2579,0.3345,0.4727,0.6076,0.7493,0.9027,0.9715,0.9999
10B,German,layer_3,mean,152.5172,28.3474,0.785813,0.1705,0.2704,0.3468,0.4792,0.6064,0.74,0.8916,0.9661,0.9998
10B,German,layer_4,mean,159.7896,30.0356,0.741537,0.164,0.2687,0.345,0.4768,0.6006,0.7306,0.8822,0.9614,0.9998
10B,German,layer_5,mean,167.4723,32.5821,0.71907,0.1548,0.2654,0.3433,0.4744,0.5955,0.7225,0.874,0.9572,0.9997
10B,German,layer_6,mean,175.5164,33.3818,0.699422,0.153,0.2627,0.3389,0.4659,0.5844,0.7103,0.8647,0.9529,0.9997
10B,German,layer_7,mean,188.7321,39.2039,0.687325,0.1371,0.2464,0.3247,0.4557,0.5764,0.7026,0.8583,0.9496,0.9997
10B,German,layer_8,mean,197.6669,42.7965,0.673893,0.1276,0.2429,0.3208,0.4501,0.5686,0.6932,0.851,0.9461,0.9997
10B,German,layer_9,mean,199.5148,40.2021,0.659418,0.134,0.2482,0.323,0.4473,0.5618,0.6844,0.8439,0.9428,0.9996
10B,German,layer_10,mean,186.8872,33.5342,0.667055,0.152,0.2646,0.3386,0.4597,0.5709,0.6892,0.8441,0.9421,0.9996
10B,German,layer_11,mean,165.3351,24.2585,0.642967,0.1878,0.2942,0.3637,0.4775,0.5827,0.6956,0.8458,0.9421,0.9996
10B,German,layer_12,mean,138.4537,17.8375,0.644303,0.2249,0.3261,0.3956,0.5081,0.6093,0.7151,0.8551,0.9453,0.9996
10B,German,layer_13,mean,140.093,18.0224,0.64099,0.2238,0.3245,0.3937,0.5066,0.6072,0.713,0.8535,0.9444,0.9996
10B,German,layer_14,mean,149.6448,17.9517,0.623488,0.2256,0.319,0.3816,0.4868,0.5854,0.6929,0.8408,0.939,0.9996
10B,German,layer_15,mean,156.3447,19.2346,0.621832,0.2173,0.3103,0.3725,0.4804,0.5799,0.689,0.8383,0.9378,0.9996
10B,German,layer_16,mean,163.8134,20.9999,0.62073,0.2068,0.3003,0.364,0.4745,0.5752,0.6854,0.8362,0.9368,0.9996
10B,German,layer_17,mean,175.1446,24.6367,0.624278,0.1882,0.2841,0.3507,0.466,0.5703,0.6831,0.8356,0.9367,0.9996
10B,German,layer_18,mean,184.8103,26.6171,0.636391,0.1802,0.2753,0.3403,0.4544,0.5604,0.6748,0.8306,0.9345,0.9995
10B,German,layer_19,mean,195.0398,28.886,0.615769,0.1721,0.265,0.3293,0.4434,0.5501,0.6667,0.8259,0.9324,0.9995
10B,German,layer_20,mean,205.8467,32.2802,0.61347,0.1611,0.254,0.3188,0.4338,0.5423,0.6608,0.8225,0.9309,0.9995
10B,German,layer_21,mean,215.0855,35.7687,0.628733,0.151,0.2454,0.3113,0.4267,0.5357,0.6557,0.8198,0.9297,0.9995
10B,German,layer_22,mean,225.7089,41.8207,0.614944,0.1359,0.2333,0.3011,0.4188,0.5304,0.6536,0.8197,0.9297,0.9995
10B,German,layer_23,mean,234.284,46.7853,0.61503,0.1255,0.2247,0.2939,0.4122,0.5252,0.6503,0.8182,0.929,0.9995
10B,German,layer_24,mean,245.6104,53.5213,0.617812,0.1138,0.2135,0.2838,0.4017,0.5156,0.6442,0.8168,0.9289,0.9995
10B,German,layer_25,mean,243.6468,60.1633,0.627705,0.1007,0.208,0.2854,0.4101,0.5252,0.6538,0.8237,0.9319,0.9995
10B,German,layer_26,mean,236.4903,66.471,0.645095,0.0877,0.2039,0.2879,0.4217,0.5403,0.6693,0.835,0.9371,0.9996
10B,German,layer_27,mean,228.8558,64.7448,0.650735,0.0879,0.2081,0.2956,0.4312,0.5499,0.677,0.8396,0.9392,0.9996
10B,German,layer_28,mean,207.6245,50.9475,0.652602,0.1089,0.2316,0.3209,0.4537,0.5674,0.6887,0.8451,0.9414,0.9996
10B,German,layer_29,mean,185.9796,39.5446,0.668519,0.1318,0.2589,0.3492,0.4774,0.5853,0.7003,0.8501,0.9432,0.9996
10B,Hindi,layer_0,last,21.8481,9.2377,1.104336,0.2582,0.6215,0.7674,0.8916,0.9442,0.9744,0.9921,0.9981,1.0
10B,Hindi,layer_1,last,28.8373,10.8589,1.009574,0.2224,0.5837,0.7185,0.8464,0.9106,0.9527,0.984,0.9957,1.0
10B,Hindi,layer_2,last,25.4238,9.0249,0.952699,0.2451,0.6174,0.7424,0.8554,0.9122,0.9505,0.9818,0.9948,1.0
10B,Hindi,layer_3,last,21.4008,6.774,0.933063,0.3332,0.6502,0.7639,0.8635,0.9152,0.9506,0.9809,0.9942,1.0
10B,Hindi,layer_4,last,19.1969,5.6727,0.896989,0.3838,0.6656,0.7761,0.8684,0.9168,0.9506,0.9803,0.9939,1.0
10B,Hindi,layer_5,last,19.9222,5.7919,0.877842,0.3784,0.6592,0.772,0.8637,0.9123,0.9471,0.9784,0.9931,1.0
10B,Hindi,layer_6,last,20.6864,5.7946,0.858455,0.3799,0.6525,0.7654,0.8569,0.9062,0.9422,0.9758,0.9921,1.0
10B,Hindi,layer_7,last,23.7541,6.4742,0.8462,0.3539,0.6299,0.7448,0.8413,0.8942,0.9339,0.972,0.9909,1.0
10B,Hindi,layer_8,last,26.5195,6.8916,0.828815,0.342,0.6112,0.7281,0.8254,0.8808,0.9243,0.9674,0.9892,0.9999
10B,Hindi,layer_9,last,30.7852,7.796,0.83255,0.3171,0.5836,0.7065,0.8072,0.8661,0.9139,0.9627,0.9876,0.9999
10B,Hindi,layer_10,last,38.5692,9.5425,0.810384,0.2799,0.5433,0.6658,0.778,0.845,0.9004,0.9569,0.9856,0.9999
10B,Hindi,layer_11,last,46.0812,11.2844,0.796018,0.2526,0.5046,0.6346,0.7556,0.827,0.8872,0.9503,0.9832,0.9999
10B,Hindi,layer_12,last,64.7302,15.9821,0.808861,0.2049,0.4341,0.5617,0.7006,0.7885,0.865,0.941,0.98,0.9999
10B,Hindi,layer_13,last,74.5551,17.9699,0.771715,0.1923,0.4082,0.5336,0.6747,0.7675,0.8487,0.9319,0.9764,0.9999
10B,Hindi,layer_14,last,76.1601,17.3651,0.748565,0.1989,0.4084,0.5342,0.6705,0.7598,0.839,0.9252,0.9735,0.9998
10B,Hindi,layer_15,last,83.4119,19.1314,0.742028,0.1892,0.3866,0.5124,0.6556,0.7489,0.8308,0.9207,0.9717,0.9998
10B,Hindi,layer_16,last,90.1067,20.6399,0.731316,0.1813,0.372,0.496,0.6427,0.7376,0.8215,0.9155,0.9694,0.9998
10B,Hindi,layer_17,last,94.144,21.3768,0.720999,0.1781,0.3656,0.4886,0.6354,0.7302,0.815,0.9111,0.9674,0.9998
10B,Hindi,layer_18,last,98.056,21.7623,0.707313,0.1768,0.3626,0.483,0.6281,0.7216,0.8065,0.9053,0.9649,0.9998
10B,Hindi,layer_19,last,105.3714,22.2688,0.694152,0.1775,0.3558,0.4702,0.612,0.7051,0.7918,0.8969,0.9616,0.9997
10B,Hindi,layer_20,last,114.7857,24.0479,0.684901,0.1702,0.3434,0.4519,0.594,0.6876,0.7793,0.89,0.9586,0.9997
10B,Hindi,layer_21,last,130.5982,26.9037,0.675143,0.16,0.3261,0.4279,0.5651,0.6584,0.756,0.8789,0.9545,0.9997
10B,Hindi,layer_22,last,141.8096,29.9624,0.686974,0.1486,0.3121,0.4109,0.5466,0.6427,0.7446,0.8732,0.9522,0.9997
10B,Hindi,layer_23,last,153.0851,32.8933,0.665248,0.1395,0.2991,0.3961,0.5286,0.6263,0.7322,0.8672,0.9498,0.9997
10B,Hindi,layer_24,last,158.4333,34.9889,0.66135,0.1317,0.2967,0.3938,0.5229,0.6194,0.7255,0.8635,0.9485,0.9996
10B,Hindi,layer_25,last,168.1141,40.1614,0.662036,0.1143,0.2816,0.3794,0.5122,0.612,0.7204,0.8612,0.9477,0.9996
10B,Hindi,layer_26,last,179.9746,47.6583,0.674779,0.0956,0.2599,0.3569,0.4947,0.6014,0.7169,0.8633,0.9492,0.9997
10B,Hindi,layer_27,last,178.3992,50.0857,0.698096,0.0847,0.2574,0.3583,0.4996,0.6072,0.7226,0.8671,0.9508,0.9997
10B,Hindi,layer_28,last,171.4388,49.8261,0.693724,0.084,0.2606,0.3642,0.5079,0.6183,0.7342,0.8748,0.954,0.9997
10B,Hindi,layer_29,last,166.6259,48.9272,0.696264,0.0823,0.2655,0.3706,0.5156,0.6259,0.7403,0.8778,0.955,0.9997
10B,Hindi,layer_0,mean,91.3178,37.5837,1.127482,0.1071,0.2807,0.4,0.6052,0.7658,0.889,0.9741,0.9949,1.0
10B,Hindi,layer_1,mean,93.4537,32.8135,1.034398,0.1253,0.2988,0.4062,0.5982,0.7513,0.8742,0.9657,0.992,1.0
10B,Hindi,layer_2,mean,95.529,27.0423,0.954282,0.1554,0.3193,0.4148,0.5908,0.7338,0.8541,0.9542,0.988,0.9999
10B,Hindi,layer_3,mean,95.8443,23.0312,0.906035,0.1791,0.3338,0.4226,0.5861,0.7211,0.8403,0.9456,0.9848,0.9999
10B,Hindi,layer_4,mean,101.2624,23.3267,0.874212,0.1796,0.328,0.4157,0.5752,0.7086,0.8288,0.9385,0.982,0.9999
10B,Hindi,layer_5,mean,108.2152,24.9553,0.848178,0.172,0.3198,0.4077,0.5641,0.6969,0.8177,0.9316,0.9793,0.9999
10B,Hindi,layer_6,mean,119.9713,28.9367,0.825461,0.1548,0.3032,0.3916,0.5464,0.6794,0.803,0.9236,0.9762,0.9999
10B,Hindi,layer_7,mean,134.6585,35.7771,0.807894,0.1308,0.2797,0.3699,0.5262,0.6623,0.7895,0.9161,0.9733,0.9999
10B,Hindi,layer_8,mean,148.7425,41.8544,0.791252,0.1147,0.2647,0.3531,0.5066,0.6429,0.7741,0.9081,0.9702,0.9998
10B,Hindi,layer_9,mean,158.8014,45.3261,0.774748,0.108,0.2557,0.3422,0.4927,0.629,0.7618,0.9009,0.9673,0.9998
10B,Hindi,layer_10,mean,162.9617,45.7059,0.761553,0.1077,0.2548,0.34,0.4875,0.6227,0.7551,0.896,0.9651,0.9998
10B,Hindi,layer_11,mean,165.597,44.3518,0.76625,0.113,0.2561,0.3395,0.4836,0.6163,0.7485,0.8916,0.9632,0.9998
10B,Hindi,layer_12,mean,158.0886,39.5032,0.747091,0.1249,0.2695,0.3501,0.4935,0.6233,0.7529,0.8927,0.9633,0.9998
10B,Hindi,layer_13,mean,161.7385,39.8928,0.738189,0.1246,0.2677,0.3476,0.4888,0.6174,0.7473,0.8887,0.9616,0.9998
10B,Hindi,layer_14,mean,173.2102,42.0087,0.723153,0.1229,0.2571,0.3341,0.4723,0.6009,0.733,0.8802,0.9581,0.9997
10B,Hindi,layer_15,mean,173.7246,42.7526,0.71785,0.1195,0.2593,0.3368,0.4748,0.6014,0.7323,0.8786,0.9572,0.9997
10B,Hindi,layer_16,mean,176.1977,43.8733,0.712175,0.1165,0.2575,0.3365,0.4736,0.5996,0.7297,0.8762,0.956,0.9997
10B,Hindi,layer_17,mean,182.8027,47.4631,0.709329,0.1094,0.2484,0.329,0.4665,0.5937,0.7252,0.8738,0.955,0.9997
10B,Hindi,layer_18,mean,188.2919,49.3542,0.701935,0.1064,0.2441,0.3238,0.4611,0.5876,0.7196,0.8698,0.9532,0.9997
10B,Hindi,layer_19,mean,193.1616,51.0364,0.693754,0.104,0.24,0.3184,0.4571,0.5832,0.7149,0.866,0.9512,0.9997
10B,Hindi,layer_20,mean,200.3871,53.7263,0.686613,0.1001,0.2342,0.3119,0.4489,0.5751,0.7081,0.8616,0.9492,0.9997
10B,Hindi,layer_21,mean,203.1625,55.2709,0.681147,0.0965,0.2328,0.3112,0.4475,0.5732,0.7055,0.859,0.9479,0.9997
10B,Hindi,layer_22,mean,206.7167,57.3276,0.676512,0.092,0.2299,0.3103,0.4454,0.5704,0.7021,0.8563,0.9466,0.9996
10B,Hindi,layer_23,mean,211.1927,60.0549,0.672307,0.0876,0.2248,0.3065,0.4424,0.5673,0.6986,0.8537,0.9454,0.9996
10B,Hindi,layer_24,mean,212.7499,61.1322,0.683545,0.085,0.2236,0.3082,0.4445,0.5672,0.6962,0.8513,0.9443,0.9996
10B,Hindi,layer_25,mean,205.3309,59.0649,0.668534,0.0847,0.2305,0.3191,0.4571,0.5771,0.7023,0.854,0.9453,0.9996
10B,Hindi,layer_26,mean,197.9439,57.5267,0.675037,0.0858,0.2351,0.327,0.4694,0.5872,0.71,0.8587,0.9474,0.9996
10B,Hindi,layer_27,mean,187.4565,50.2756,0.676751,0.1009,0.2479,0.3398,0.4806,0.5966,0.7162,0.8618,0.9487,0.9997
10B,Hindi,layer_28,mean,161.1006,34.8942,0.676412,0.1385,0.2872,0.376,0.5089,0.6179,0.7303,0.868,0.9509,0.9997
10B,Hindi,layer_29,mean,139.276,25.7376,0.674413,0.172,0.3211,0.4071,0.5341,0.6374,0.7433,0.8736,0.9527,0.9997
10B,Arabic,layer_0,last,11.6213,4.6202,1.089302,0.389,0.7747,0.8564,0.9183,0.9501,0.9739,0.9924,0.9983,1.0
10B,Arabic,layer_1,last,33.1143,7.2248,0.965259,0.333,0.5909,0.669,0.7596,0.8272,0.8949,0.9654,0.9921,1.0
10B,Arabic,layer_2,last,22.3981,4.7718,0.917503,0.4373,0.6593,0.7281,0.8034,0.8573,0.9092,0.9666,0.9914,1.0
10B,Arabic,layer_3,last,13.8448,3.2189,0.88894,0.5455,0.7273,0.7842,0.8461,0.8872,0.9272,0.9719,0.9923,1.0
10B,Arabic,layer_4,last,10.4639,2.6452,0.854779,0.6069,0.7619,0.8142,0.8686,0.9035,0.9369,0.9749,0.9928,1.0
10B,Arabic,layer_5,last,10.156,2.5672,0.834314,0.617,0.7643,0.8157,0.8698,0.9038,0.9364,0.9739,0.9922,1.0
10B,Arabic,layer_6,last,10.9135,2.6417,0.809518,0.6082,0.7531,0.8056,0.8626,0.8975,0.9311,0.9706,0.9909,1.0
10B,Arabic,layer_7,last,15.224,3.1365,0.796341,0.5568,0.7004,0.7574,0.8272,0.8725,0.9139,0.9626,0.9882,0.9999
10B,Arabic,layer_8,last,19.094,3.5566,0.775928,0.5219,0.6651,0.726,0.8024,0.853,0.8998,0.9553,0.9854,0.9999
10B,Arabic,layer_9,last,24.4165,4.1878,0.763005,0.4789,0.629,0.6927,0.7754,0.8323,0.8853,0.9481,0.9828,0.9999
10B,Arabic,layer_10,last,39.5855,6.0653,0.778327,0.3942,0.5437,0.612,0.7149,0.7925,0.8615,0.9376,0.9789,0.9999
10B,Arabic,layer_11,last,51.7028,7.6264,0.745146,0.3484,0.5009,0.5726,0.6793,0.7626,0.8394,0.9263,0.9747,0.9998
10B,Arabic,layer_12,last,89.1612,14.8589,0.762961,0.2399,0.3865,0.4665,0.5994,0.7112,0.8109,0.9136,0.9699,0.9998
10B,Arabic,layer_13,last,110.9501,19.8092,0.728273,0.2026,0.3455,0.4272,0.5644,0.6795,0.7876,0.9014,0.9649,0.9998
10B,Arabic,layer_14,last,119.3464,20.152,0.697893,0.2014,0.3439,0.4231,0.5534,0.6609,0.7661,0.8875,0.9589,0.9997
10B,Arabic,layer_15,last,135.7253,26.4266,0.694999,0.1686,0.3115,0.3987,0.5386,0.6499,0.7571,0.8827,0.9569,0.9997
10B,Arabic,layer_16,last,148.4301,31.9924,0.703531,0.147,0.2904,0.383,0.5262,0.6404,0.7492,0.8772,0.9544,0.9997
10B,Arabic,layer_17,last,155.1254,35.5046,0.678973,0.1346,0.2819,0.3774,0.5224,0.6359,0.7441,0.873,0.9523,0.9997
10B,Arabic,layer_18,last,164.2095,39.6583,0.667403,0.1215,0.2737,0.3711,0.5146,0.627,0.7353,0.8664,0.9492,0.9997
10B,Arabic,layer_19,last,176.148,45.0257,0.657059,0.1072,0.2632,0.3605,0.5026,0.6148,0.7239,0.8587,0.9458,0.9996
10B,Arabic,layer_20,last,179.99,49.9125,0.656832,0.0925,0.2537,0.3555,0.5021,0.6158,0.7247,0.8588,0.9456,0.9996
10B,Arabic,layer_21,last,189.3385,53.9678,0.648538,0.0839,0.246,0.3461,0.493,0.6063,0.7154,0.8523,0.9429,0.9996
10B,Arabic,layer_22,last,192.1049,55.3869,0.644367,0.077,0.2453,0.3441,0.4913,0.6035,0.7121,0.8497,0.9417,0.9996
10B,Arabic,layer_23,last,192.5537,54.7901,0.641867,0.0773,0.2481,0.3457,0.4912,0.6014,0.7098,0.8483,0.941,0.9996
10B,Arabic,layer_24,last,185.8676,51.5414,0.643051,0.0813,0.2568,0.3564,0.5008,0.6072,0.7132,0.8503,0.9421,0.9996
10B,Arabic,layer_25,last,172.889,46.4016,0.651752,0.0906,0.2717,0.372,0.5149,0.621,0.7257,0.8584,0.9454,0.9996
10B,Arabic,layer_26,last,163.7447,43.5568,0.666722,0.0974,0.2791,0.3811,0.5235,0.631,0.7363,0.867,0.9495,0.9997
10B,Arabic,layer_27,last,150.4717,39.0337,0.678495,0.1076,0.293,0.3976,0.5399,0.6471,0.7502,0.8759,0.9533,0.9997
10B,Arabic,layer_28,last,136.0869,34.4352,0.689132,0.1185,0.3143,0.4193,0.5599,0.666,0.765,0.8846,0.957,0.9997
10B,Arabic,layer_29,last,127.5096,32.1073,0.692323,0.1214,0.3295,0.4345,0.5747,0.678,0.7739,0.8891,0.9587,0.9997
10B,Arabic,layer_0,mean,157.9369,63.4433,0.991763,0.0839,0.1947,0.2823,0.4574,0.6237,0.7897,0.94,0.9871,1.0
10B,Arabic,layer_1,mean,160.075,51.1735,0.905088,0.1082,0.2145,0.2975,0.461,0.6165,0.7734,0.9252,0.9809,0.9999
10B,Arabic,layer_2,mean,157.2469,38.6251,0.840812,0.1377,0.2371,0.3164,0.4684,0.6121,0.7594,0.9113,0.9749,0.9999
10B,Arabic,layer_3,mean,152.1735,31.4166,0.800087,0.1594,0.2558,0.3326,0.4781,0.6136,0.7525,0.9021,0.9703,0.9998
10B,Arabic,layer_4,mean,151.5553,29.3463,0.772565,0.1666,0.2651,0.3416,0.483,0.6134,0.7473,0.8953,0.9668,0.9998
10B,Arabic,layer_5,mean,157.1638,31.121,0.750542,0.1597,0.264,0.3429,0.4821,0.6093,0.7404,0.8884,0.9633,0.9998
10B,Arabic,layer_6,mean,166.8223,33.9193,0.731496,0.1508,0.259,0.3372,0.4738,0.5988,0.729,0.88,0.9595,0.9998
10B,Arabic,layer_7,mean,177.1107,37.3496,0.715244,0.1416,0.2494,0.3278,0.4641,0.5895,0.7198,0.8726,0.956,0.9997
10B,Arabic,layer_8,mean,187.0441,40.6863,0.700902,0.1333,0.243,0.3214,0.456,0.5795,0.7092,0.8649,0.9525,0.9997
10B,Arabic,layer_9,mean,189.5458,38.4978,0.685778,0.1398,0.2466,0.3223,0.4525,0.5729,0.7008,0.8581,0.9493,0.9997
10B,Arabic,layer_10,mean,178.8233,31.8202,0.675308,0.1593,0.2625,0.3361,0.462,0.5787,0.7029,0.8567,0.948,0.9997
10B,Arabic,layer_11,mean,158.3829,22.8798,0.66454,0.1959,0.2926,0.3614,0.4793,0.5891,0.7076,0.8569,0.9474,0.9997
10B,Arabic,layer_12,mean,132.9257,16.6602,0.662295,0.2348,0.3262,0.3934,0.5074,0.6118,0.7231,0.8636,0.9495,0.9997
10B,Arabic,layer_13,mean,132.1879,16.1593,0.655221,0.2389,0.3293,0.3959,0.5081,0.6104,0.7202,0.8608,0.9482,0.9997
10B,Arabic,layer_14,mean,138.8083,16.0147,0.638904,0.2411,0.3252,0.3875,0.4938,0.594,0.7048,0.8506,0.9437,0.9996
10B,Arabic,layer_15,mean,143.7316,16.9159,0.634911,0.2339,0.3196,0.3833,0.4902,0.5902,0.7008,0.8477,0.9423,0.9996
10B,Arabic,layer_16,mean,150.1837,18.2738,0.631846,0.2239,0.3117,0.3764,0.4855,0.5859,0.697,0.845,0.9409,0.9996
10B,Arabic,layer_17,mean,161.0955,20.7681,0.630145,0.2083,0.2977,0.3635,0.4755,0.5784,0.6911,0.8416,0.9395,0.9996
10B,Arabic,layer_18,mean,168.564,21.9767,0.623349,0.2018,0.2921,0.3565,0.4671,0.5699,0.6832,0.8362,0.937,0.9996
10B,Arabic,layer_19,mean,178.488,23.7654,0.617466,0.1932,0.2819,0.346,0.4567,0.5595,0.6742,0.8306,0.9345,0.9995
10B,Arabic,layer_20,mean,186.8442,26.0183,0.61439,0.1832,0.2736,0.3382,0.4503,0.5539,0.6693,0.8274,0.9329,0.9995
10B,Arabic,layer_21,mean,195.1117,29.1948,0.612967,0.1704,0.2646,0.3308,0.446,0.5506,0.6667,0.8255,0.9319,0.9995
10B,Arabic,layer_22,mean,204.475,33.1769,0.612524,0.1567,0.255,0.3232,0.4396,0.5459,0.6631,0.8236,0.931,0.9995
