predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
A_norm_asym,col_norm,16,per_ckpt,step2150000-tokens11012B,90,0.3161,0.2078,0.2443,0.3257,layer_31
A_norm_asym,col_norm,16,per_ckpt,step2300000-tokens12272B,90,0.2739,0.3237,0.2024,0.4675,layer_31
A_norm_asym,col_norm,16,per_ckpt,step2450000-tokens13532B,90,0.3241,0.2258,0.2714,0.2997,layer_31
A_norm_asym,col_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.128,0.6344,-0.1292,0.6324,layer_31
A_norm_asym,col_norm,16,per_ckpt,main,90,-0.0562,0.8082,-0.0839,0.7223,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.0901,0.2917,-0.0867,0.3666,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.0142,0.7752,-0.0713,0.2927,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.0512,0.3616,-0.0731,0.2238,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step500000-tokens2100B,90,0.1086,0.0769,-0.0064,0.9251,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.0335,0.4865,-0.0925,0.1029,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step800000-tokens3360B,90,-0.0326,0.7592,-0.0029,0.982,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step950000-tokens3990B,90,0.0601,0.1688,0.1053,0.033,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step1432000-tokens6014B,90,0.0911,0.1269,0.1454,0.0539,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.0297,0.4985,0.0736,0.1568,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step1850000-tokens8492B,90,0.0148,0.7423,-0.0015,0.977,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step2000000-tokens9752B,90,0.0211,0.3646,0.0524,0.017,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.0026,0.976,-0.0028,0.975,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step2300000-tokens12272B,90,0.0419,0.1648,0.0596,0.0969,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step2450000-tokens13532B,90,0.0283,0.3976,0.0425,0.2897,layer_31
A_abs_ratio,row_norm,4,per_ckpt,step2600000-tokens14792B,90,0.0269,0.3956,0.0541,0.1199,layer_31
A_abs_ratio,row_norm,4,per_ckpt,main,90,0.0265,0.3207,0.0267,0.3117,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step50000-tokens210B,90,0.0894,0.3427,0.1463,0.1399,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.1258,0.0569,-0.1149,0.1169,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.1389,0.026,-0.2056,0.01,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step500000-tokens2100B,90,-0.031,0.6014,-0.1265,0.0639,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.0198,0.6903,-0.0259,0.6533,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step800000-tokens3360B,90,0.0134,0.8921,0.012,0.9001,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step950000-tokens3990B,90,0.0378,0.4406,0.0113,0.8372,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step1432000-tokens6014B,90,0.1213,0.001,0.1043,0.025,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step1700000-tokens7232B,90,0.054,0.2567,0.1123,0.022,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step1850000-tokens8492B,90,0.0185,0.7113,0.0036,0.9411,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.0468,0.3477,0.0162,0.7742,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.0946,0.0929,-0.0925,0.1339,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step2300000-tokens12272B,90,0.0337,0.2098,0.0491,0.0939,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step2450000-tokens13532B,90,0.0699,0.041,0.0705,0.0969,layer_31
A_abs_ratio,row_norm,8,per_ckpt,step2600000-tokens14792B,90,0.0152,0.5694,0.0413,0.0879,layer_31
A_abs_ratio,row_norm,8,per_ckpt,main,90,0.0353,0.1119,0.0261,0.3367,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step50000-tokens210B,90,-0.1065,0.1558,-0.1032,0.2757,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step200000-tokens840B,90,-0.092,0.0779,-0.1382,0.029,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step350000-tokens1470B,90,-0.0009,0.977,-0.0771,0.1788,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step500000-tokens2100B,90,0.0399,0.4545,-0.0603,0.3367,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.0593,0.1389,-0.0492,0.2697,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.1282,0.1059,-0.1297,0.1548,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step950000-tokens3990B,90,-0.031,0.6494,-0.0411,0.5604,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step1432000-tokens6014B,90,0.0875,0.02,0.0613,0.1039,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step1700000-tokens7232B,90,0.0208,0.7353,0.0662,0.3247,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.0336,0.4935,-0.0298,0.5704,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step2000000-tokens9752B,90,0.0291,0.6833,0.0616,0.5375,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.0146,0.7872,-0.0009,0.982,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.0278,0.5724,0.0245,0.6543,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step2450000-tokens13532B,90,0.0571,0.0789,0.0685,0.0799,layer_31
A_abs_ratio,row_norm,16,per_ckpt,step2600000-tokens14792B,90,0.001,0.954,0.0236,0.4086,layer_31
A_abs_ratio,row_norm,16,per_ckpt,main,90,0.0255,0.3946,0.0573,0.0899,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step50000-tokens210B,90,-0.0722,0.2807,-0.0552,0.3636,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step200000-tokens840B,90,-0.0446,0.1658,-0.0349,0.4196,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step350000-tokens1470B,90,-0.0112,0.7912,-0.0457,0.3397,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step500000-tokens2100B,90,0.043,0.3916,-0.0138,0.8012,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step650000-tokens2730B,90,-0.0781,0.0709,-0.0885,0.0709,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step800000-tokens3360B,90,-0.0935,0.2527,-0.0017,0.986,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step950000-tokens3990B,90,0.0729,0.0859,0.0985,0.034,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step1432000-tokens6014B,90,0.1144,0.0719,0.1202,0.048,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.0138,0.7692,0.0673,0.1698,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.0315,0.5065,-0.0274,0.6324,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step2000000-tokens9752B,90,0.0386,0.2617,0.0382,0.3407,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0053,0.951,-0.0091,0.9361,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.0476,0.3307,0.0482,0.4126,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step2450000-tokens13532B,90,0.0436,0.5075,0.0336,0.6783,layer_31
A_abs_ratio,col_norm,4,per_ckpt,step2600000-tokens14792B,90,0.0673,0.3287,0.0711,0.3876,layer_31
A_abs_ratio,col_norm,4,per_ckpt,main,90,0.0332,0.6653,-0.0044,0.965,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step50000-tokens210B,90,0.0812,0.1059,0.0743,0.1449,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step200000-tokens840B,90,-0.0872,0.1588,-0.0959,0.1459,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step350000-tokens1470B,90,-0.1611,0.003,-0.17,0.008,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step500000-tokens2100B,90,-0.0694,0.3447,-0.1415,0.048,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step650000-tokens2730B,90,-0.0452,0.3237,-0.0291,0.5964,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step800000-tokens3360B,90,-0.0097,0.9121,0.0132,0.8741,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step950000-tokens3990B,90,-0.029,0.5794,0.0151,0.7862,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step1432000-tokens6014B,90,0.0808,0.031,0.0721,0.0699,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.033,0.5504,0.1261,0.037,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.0309,0.5335,-0.0265,0.6753,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.0416,0.5295,0.0004,0.994,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.0236,0.6374,-0.0848,0.1558,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.0239,0.6503,0.0347,0.5455,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step2450000-tokens13532B,90,0.1219,0.1319,0.1025,0.3057,layer_31
A_abs_ratio,col_norm,8,per_ckpt,step2600000-tokens14792B,90,0.0722,0.2987,0.0455,0.5884,layer_31
A_abs_ratio,col_norm,8,per_ckpt,main,90,0.0236,0.6663,0.0132,0.8791,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step50000-tokens210B,90,-0.1189,0.0559,-0.0839,0.2817,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step200000-tokens840B,90,-0.0883,0.0599,-0.1082,0.033,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step350000-tokens1470B,90,-0.0116,0.7443,-0.0622,0.1179,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step500000-tokens2100B,90,0.0197,0.7542,-0.0817,0.2388,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step650000-tokens2730B,90,-0.0924,0.0559,-0.0602,0.2198,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step800000-tokens3360B,90,-0.0739,0.1978,-0.0946,0.1479,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step950000-tokens3990B,90,-0.065,0.2797,-0.0323,0.5934,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step1432000-tokens6014B,90,0.0664,0.0769,0.0502,0.2138,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step1700000-tokens7232B,90,0.0484,0.4386,0.0698,0.3277,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.026,0.5365,-0.0483,0.3137,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step2000000-tokens9752B,90,0.0963,0.1638,0.0533,0.6074,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.0081,0.9181,-0.0117,0.8811,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.0198,0.7483,-0.0017,0.984,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step2450000-tokens13532B,90,0.0732,0.3177,0.0988,0.2697,layer_31
A_abs_ratio,col_norm,16,per_ckpt,step2600000-tokens14792B,90,0.0018,0.982,-0.0103,0.9111,layer_31
A_abs_ratio,col_norm,16,per_ckpt,main,90,0.114,0.1698,0.0988,0.3037,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.064,0.7982,-0.1031,0.5814,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.5405,0.0529,-0.5474,0.014,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.6817,0.004,-0.6401,0.001,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step500000-tokens2100B,90,-0.5521,0.043,-0.5006,0.026,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.7645,0.005,-0.7243,0.002,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step800000-tokens3360B,90,-0.1104,0.4575,-0.1058,0.4036,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step950000-tokens3990B,90,-0.4844,0.1149,-0.3821,0.1518,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.4593,0.0889,-0.3718,0.1009,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.7787,0.005,-0.6252,0.005,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.6194,0.034,-0.5112,0.038,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.7362,0.008,-0.6076,0.01,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.0774,0.7522,-0.075,0.7173,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.69,0.018,-0.5891,0.019,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.772,0.005,-0.6064,0.009,layer_31
A_signed_ratio,row_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.7483,0.008,-0.592,0.01,layer_31
A_signed_ratio,row_norm,4,per_ckpt,main,90,-0.7216,0.012,-0.5794,0.017,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step50000-tokens210B,90,0.321,0.1039,0.3614,0.022,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.2918,0.2947,-0.3291,0.1698,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.6573,0.006,-0.6903,0.002,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step500000-tokens2100B,90,-0.4951,0.0619,-0.5023,0.025,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.6864,0.008,-0.6257,0.006,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step800000-tokens3360B,90,-0.3091,0.2098,-0.2853,0.1638,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step950000-tokens3990B,90,-0.7292,0.005,-0.5715,0.013,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.5769,0.048,-0.5008,0.044,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.6622,0.015,-0.5038,0.042,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.6039,0.019,-0.5152,0.028,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.5463,0.0599,-0.469,0.0609,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.6307,0.022,-0.5794,0.009,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.6997,0.01,-0.5924,0.014,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.727,0.011,-0.5695,0.022,layer_31
A_signed_ratio,row_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.7855,0.006,-0.6322,0.011,layer_31
A_signed_ratio,row_norm,8,per_ckpt,main,90,-0.7534,0.008,-0.6087,0.017,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step50000-tokens210B,90,-0.3013,0.1998,-0.3117,0.1009,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step200000-tokens840B,90,-0.3962,0.1878,-0.4657,0.0649,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step350000-tokens1470B,90,-0.8149,0.001,-0.7417,0.001,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step500000-tokens2100B,90,-0.6436,0.01,-0.5707,0.014,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.667,0.014,-0.611,0.01,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.1603,0.4915,-0.2574,0.2228,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step950000-tokens3990B,90,-0.5053,0.0509,-0.4454,0.034,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step1432000-tokens6014B,90,-0.4766,0.1379,-0.4343,0.1209,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.5533,0.043,-0.439,0.0849,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.5055,0.0729,-0.4604,0.0649,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.4566,0.0899,-0.3583,0.1499,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.6591,0.014,-0.5512,0.016,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.5897,0.024,-0.527,0.018,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.7308,0.008,-0.5644,0.019,layer_31
A_signed_ratio,row_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.7678,0.008,-0.6306,0.011,layer_31
A_signed_ratio,row_norm,16,per_ckpt,main,90,-0.7134,0.013,-0.5757,0.027,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step50000-tokens210B,90,-0.1277,0.6274,-0.1193,0.6523,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step200000-tokens840B,90,0.6555,0.025,0.5046,0.0509,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step350000-tokens1470B,90,0.8175,0.001,0.6368,0.007,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step500000-tokens2100B,90,0.2371,0.4675,0.2027,0.4805,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step650000-tokens2730B,90,0.6567,0.024,0.4673,0.0839,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step800000-tokens3360B,90,-0.4012,0.0519,-0.3099,0.1508,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step950000-tokens3990B,90,0.2974,0.3287,0.3389,0.1948,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.314,0.2697,-0.2657,0.3347,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step1700000-tokens7232B,90,0.6797,0.013,0.605,0.008,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step1850000-tokens8492B,90,0.4192,0.1758,0.3322,0.2078,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.0878,0.7782,-0.0778,0.7622,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.0489,0.8282,-0.0813,0.7083,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.1321,0.6723,0.1259,0.6454,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step2450000-tokens13532B,90,0.1142,0.6983,0.0999,0.6873,layer_31
A_signed_ratio,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.0132,0.967,-0.0642,0.7942,layer_31
A_signed_ratio,col_norm,4,per_ckpt,main,90,-0.3707,0.0949,-0.3546,0.0739,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step50000-tokens210B,90,-0.0549,0.8511,0.0555,0.8442,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step200000-tokens840B,90,0.6541,0.011,0.5148,0.029,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step350000-tokens1470B,90,0.5333,0.0629,0.3544,0.1908,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.3182,0.2897,0.1812,0.4965,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step650000-tokens2730B,90,0.6137,0.042,0.5277,0.0519,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.5046,0.026,0.4403,0.029,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step950000-tokens3990B,90,0.5883,0.038,0.5519,0.023,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.0766,0.7942,-0.0605,0.8312,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.5932,0.033,0.5873,0.012,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step1850000-tokens8492B,90,0.1145,0.6923,0.0825,0.7463,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.437,0.1179,0.3522,0.1449,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step2150000-tokens11012B,90,0.7336,0.002,0.5564,0.024,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.4173,0.1798,0.3504,0.2108,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step2450000-tokens13532B,90,0.2941,0.2368,0.2993,0.1538,layer_31
A_signed_ratio,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.2081,0.4126,-0.1691,0.4565,layer_31
A_signed_ratio,col_norm,8,per_ckpt,main,90,-0.4169,0.1369,-0.4045,0.1049,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step50000-tokens210B,90,0.2515,0.3706,0.1994,0.4406,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step200000-tokens840B,90,0.6511,0.019,0.4645,0.0619,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step350000-tokens1470B,90,0.7669,0.009,0.5603,0.035,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step500000-tokens2100B,90,0.3142,0.2617,0.2385,0.3367,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step650000-tokens2730B,90,0.6154,0.032,0.499,0.0549,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step800000-tokens3360B,90,-0.0221,0.9491,-0.0498,0.8511,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step950000-tokens3990B,90,0.3894,0.1738,0.3347,0.2018,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step1432000-tokens6014B,90,-0.4633,0.1508,-0.3971,0.1578,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step1700000-tokens7232B,90,0.6213,0.02,0.548,0.01,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step1850000-tokens8492B,90,0.2322,0.4625,0.1554,0.5694,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step2000000-tokens9752B,90,0.3178,0.2358,0.263,0.2418,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step2150000-tokens11012B,90,0.3161,0.2078,0.2333,0.2777,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step2300000-tokens12272B,90,0.2739,0.3237,0.1767,0.4825,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step2450000-tokens13532B,90,0.3241,0.2258,0.3104,0.1788,layer_31
A_signed_ratio,col_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.128,0.6344,-0.133,0.5854,layer_31
A_signed_ratio,col_norm,16,per_ckpt,main,90,-0.0562,0.8082,-0.0386,0.8611,layer_31
A_log_ratio,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.064,0.7982,-0.0666,0.7832,layer_31
A_log_ratio,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.5405,0.0529,-0.5876,0.026,layer_31
A_log_ratio,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.6817,0.004,-0.6824,0.002,layer_31
A_log_ratio,row_norm,4,per_ckpt,step500000-tokens2100B,90,-0.5521,0.043,-0.5476,0.035,layer_31
A_log_ratio,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.7645,0.005,-0.7728,0.004,layer_31
A_log_ratio,row_norm,4,per_ckpt,step800000-tokens3360B,90,-0.1104,0.4575,-0.1162,0.3706,layer_31
A_log_ratio,row_norm,4,per_ckpt,step950000-tokens3990B,90,-0.4844,0.1149,-0.4858,0.1119,layer_31
A_log_ratio,row_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.4593,0.0889,-0.5057,0.045,layer_31
A_log_ratio,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.7787,0.005,-0.7669,0.006,layer_31
A_log_ratio,row_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.6194,0.034,-0.5904,0.047,layer_31
A_log_ratio,row_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.7362,0.008,-0.7268,0.007,layer_31
A_log_ratio,row_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.0774,0.7522,-0.064,0.7762,layer_31
A_log_ratio,row_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.69,0.018,-0.7069,0.014,layer_31
A_log_ratio,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.772,0.005,-0.7295,0.006,layer_31
A_log_ratio,row_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.7483,0.008,-0.7231,0.008,layer_31
A_log_ratio,row_norm,4,per_ckpt,main,90,-0.7216,0.012,-0.6844,0.01,layer_31
A_log_ratio,row_norm,8,per_ckpt,step50000-tokens210B,90,0.321,0.1039,0.3067,0.0969,layer_31
A_log_ratio,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.2918,0.2947,-0.3221,0.2458,layer_31
A_log_ratio,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.6573,0.006,-0.6558,0.004,layer_31
A_log_ratio,row_norm,8,per_ckpt,step500000-tokens2100B,90,-0.4951,0.0619,-0.4793,0.0799,layer_31
A_log_ratio,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.6864,0.008,-0.7108,0.005,layer_31
A_log_ratio,row_norm,8,per_ckpt,step800000-tokens3360B,90,-0.3091,0.2098,-0.3227,0.1868,layer_31
A_log_ratio,row_norm,8,per_ckpt,step950000-tokens3990B,90,-0.7292,0.005,-0.6624,0.011,layer_31
A_log_ratio,row_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.5769,0.048,-0.6224,0.023,layer_31
A_log_ratio,row_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.6622,0.015,-0.6404,0.017,layer_31
A_log_ratio,row_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.6039,0.019,-0.5946,0.013,layer_31
A_log_ratio,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.5463,0.0599,-0.5414,0.0579,layer_31
A_log_ratio,row_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.6307,0.022,-0.6036,0.027,layer_31
A_log_ratio,row_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.6997,0.01,-0.7094,0.008,layer_31
A_log_ratio,row_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.727,0.011,-0.696,0.011,layer_31
A_log_ratio,row_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.7855,0.006,-0.7602,0.005,layer_31
