predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer_collapse,ckpt_collapse,t
norm_asym,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.2031,0.5115,-0.2071,0.5095,average_rankme,average_rankme,1
norm_asym,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.1571,0.4915,-0.1613,0.4795,average_rankme,average_rankme,1
norm_asym,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.1327,0.6733,0.1488,0.6394,average_rankme,average_rankme,1
norm_asym,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.1207,0.6434,0.1094,0.6943,average_rankme,average_rankme,1
norm_asym,col_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.1241,0.6384,-0.1918,0.4835,average_rankme,average_rankme,1
norm_asym,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.3249,0.1598,-0.364,0.1119,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step50000-tokens210B,90,0.6051,0.023,0.6099,0.016,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step200000-tokens840B,90,0.4843,0.1009,0.471,0.1169,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step350000-tokens1470B,90,0.269,0.3686,0.265,0.4046,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.5986,0.05,0.5679,0.0769,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step650000-tokens2730B,90,0.5213,0.011,0.4779,0.035,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.5172,0.0649,0.5514,0.048,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step950000-tokens3990B,90,-0.193,0.5844,-0.2105,0.5355,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step1432000-tokens6014B,90,0.4293,0.1558,0.4696,0.1179,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.075,0.7922,0.1003,0.7273,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step1850000-tokens8492B,90,0.3769,0.1948,0.3884,0.1828,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.6362,0.014,0.6375,0.017,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step2150000-tokens11012B,90,0.3705,0.2268,0.3877,0.2098,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.3111,0.2148,0.3119,0.2098,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.2221,0.3816,-0.2402,0.3417,average_rankme,average_rankme,1
norm_asym,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.394,0.1758,-0.4511,0.1059,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step50000-tokens210B,90,0.6411,0.024,0.6265,0.026,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step200000-tokens840B,90,0.7752,0.007,0.7232,0.011,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step350000-tokens1470B,90,0.2561,0.3506,0.2522,0.3676,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step500000-tokens2100B,90,0.629,0.033,0.6226,0.037,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step650000-tokens2730B,90,-0.1295,0.6843,-0.1218,0.6933,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step800000-tokens3360B,90,0.3469,0.2108,0.3674,0.2058,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step950000-tokens3990B,90,-0.5258,0.1089,-0.5391,0.0989,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step1432000-tokens6014B,90,0.5718,0.038,0.5603,0.04,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step1700000-tokens7232B,90,0.1827,0.5514,0.1887,0.5415,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step1850000-tokens8492B,90,0.2771,0.2837,0.2989,0.2358,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step2000000-tokens9752B,90,0.2962,0.2238,0.2932,0.2228,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step2150000-tokens11012B,90,0.2211,0.4056,0.2193,0.4176,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step2300000-tokens12272B,90,0.3209,0.2418,0.3139,0.2338,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.1506,0.5524,-0.15,0.5674,average_rankme,average_rankme,1
norm_asym,col_norm,16,per_ckpt,step2600000-tokens14792B,90,0.0103,0.958,-0.0294,0.8851,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.0513,0.3247,-0.103,0.1409,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.0099,0.8761,-0.0111,0.8791,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step350000-tokens1470B,90,0.0469,0.5195,-0.0177,0.8422,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step500000-tokens2100B,90,-0.055,0.3177,-0.0901,0.1339,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.0156,0.8831,-0.0102,0.9271,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step800000-tokens3360B,90,0.0925,0.0669,0.0936,0.1069,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step950000-tokens3990B,90,0.0045,0.963,0.0777,0.4535,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.0151,0.7832,0.0459,0.4965,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step1700000-tokens7232B,90,0.0515,0.3107,0.0287,0.6364,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.0002,0.995,0.0227,0.4136,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.05,0.6374,-0.065,0.6134,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0083,0.8202,0.0275,0.5185,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.0477,0.2368,-0.0345,0.4775,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step2450000-tokens13532B,90,0.0025,0.9431,0.0259,0.4995,average_rankme,average_rankme,1
abs_ratio,row_norm,4,per_ckpt,step2600000-tokens14792B,90,0.0241,0.4456,0.0567,0.0859,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step50000-tokens210B,90,-0.159,0.029,-0.0807,0.3237,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.1429,0.031,-0.2094,0.006,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.0841,0.2577,-0.1189,0.1608,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step500000-tokens2100B,90,0.0137,0.7962,0.0304,0.6414,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step650000-tokens2730B,90,0.1158,0.2098,0.0625,0.5175,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step800000-tokens3360B,90,0.0759,0.1179,0.0103,0.8192,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step950000-tokens3990B,90,0.0708,0.1558,0.0623,0.2368,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step1432000-tokens6014B,90,0.0122,0.7912,0.0282,0.6663,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step1700000-tokens7232B,90,0.0231,0.6883,0.0133,0.8312,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.1035,0.0589,-0.0291,0.6723,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step2000000-tokens9752B,90,0.0004,0.996,-0.0456,0.5225,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step2150000-tokens11012B,90,0.0014,0.956,0.0343,0.3227,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.0189,0.6843,-0.0315,0.5964,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.0026,0.9241,0.0299,0.3856,average_rankme,average_rankme,1
abs_ratio,row_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.019,0.4665,-0.0404,0.1998,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step50000-tokens210B,90,-0.0711,0.1748,-0.0263,0.7093,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step200000-tokens840B,90,0.0184,0.7612,-0.092,0.1758,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step350000-tokens1470B,90,0.02,0.7522,0.0112,0.8861,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step500000-tokens2100B,90,-0.036,0.4126,-0.0186,0.7303,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.0242,0.8012,0.0296,0.7902,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.02,0.8212,-0.0019,0.991,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step950000-tokens3990B,90,0.0566,0.1778,0.0347,0.4256,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step1432000-tokens6014B,90,-0.0194,0.7892,0.0294,0.7113,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.0659,0.2537,-0.1112,0.0739,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.0888,0.2757,-0.0569,0.5385,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.0857,0.2118,-0.0789,0.3477,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.0778,0.2328,0.009,0.9121,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.0058,0.8791,0.0187,0.7373,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.0246,0.3566,0.0452,0.2178,average_rankme,average_rankme,1
abs_ratio,row_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.016,0.6623,0.0618,0.2018,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step50000-tokens210B,90,-0.0491,0.1129,-0.0602,0.1818,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step200000-tokens840B,90,0.0283,0.5485,0.0009,0.987,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step350000-tokens1470B,90,0.0402,0.5225,-0.0203,0.7652,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step500000-tokens2100B,90,-0.0926,0.044,-0.0908,0.0869,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step650000-tokens2730B,90,-0.0708,0.4086,-0.0066,0.9251,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step800000-tokens3360B,90,0.0711,0.1578,0.093,0.0939,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step950000-tokens3990B,90,0.0398,0.6533,0.0742,0.3836,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step1432000-tokens6014B,90,0.0085,0.8791,0.026,0.6943,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step1700000-tokens7232B,90,0.014,0.8042,-0.0063,0.9291,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.0066,0.8442,-0.0181,0.7033,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.0731,0.5664,-0.0801,0.6084,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.0411,0.4995,-0.0053,0.9341,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.1981,0.03,-0.1653,0.1469,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.0055,0.9331,-0.0466,0.5684,average_rankme,average_rankme,1
abs_ratio,col_norm,4,per_ckpt,step2600000-tokens14792B,90,0.0675,0.4965,-0.0208,0.8362,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step50000-tokens210B,90,-0.124,0.0619,-0.0699,0.3487,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step200000-tokens840B,90,-0.1407,0.009,-0.1751,0.006,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step350000-tokens1470B,90,-0.0806,0.3207,-0.1263,0.1449,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.0058,0.9151,0.0096,0.8771,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step650000-tokens2730B,90,0.1039,0.2378,0.0551,0.5075,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.0192,0.7303,0.0114,0.8102,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step950000-tokens3990B,90,0.0294,0.4855,0.04,0.3976,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.024,0.6633,0.0161,0.8432,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.0215,0.7433,-0.0297,0.6943,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.026,0.7413,-0.0628,0.4875,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.0673,0.2667,-0.0401,0.5475,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.0319,0.5614,-0.0114,0.8531,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.1545,0.1648,-0.1641,0.2148,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.0088,0.9291,-0.0776,0.4436,average_rankme,average_rankme,1
abs_ratio,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.1177,0.1009,-0.2065,0.0529,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step50000-tokens210B,90,-0.0608,0.2298,-0.0202,0.7283,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step200000-tokens840B,90,0.0253,0.4955,-0.0708,0.1149,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step350000-tokens1470B,90,0.0324,0.6773,-0.0083,0.9261,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step500000-tokens2100B,90,-0.0573,0.2737,-0.0437,0.4715,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step650000-tokens2730B,90,-0.001,0.989,0.018,0.8142,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step800000-tokens3360B,90,-0.0446,0.5734,-0.0047,0.969,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step950000-tokens3990B,90,0.0303,0.4835,0.0199,0.6823,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step1432000-tokens6014B,90,0.0205,0.7662,0.0091,0.9131,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.1002,0.05,-0.1295,0.031,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.0573,0.5045,-0.0781,0.4086,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.1071,0.2857,-0.131,0.2378,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.0746,0.3716,-0.0353,0.7073,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.1037,0.2527,-0.0629,0.6613,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.0377,0.7023,0.0027,0.985,average_rankme,average_rankme,1
abs_ratio,col_norm,16,per_ckpt,step2600000-tokens14792B,90,0.0289,0.8142,0.0611,0.6404,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.5829,0.044,-0.5664,0.013,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.6872,0.004,-0.6024,0.002,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.5507,0.039,-0.4667,0.048,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step500000-tokens2100B,90,-0.8035,0.002,-0.7273,0.001,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.058,0.7093,-0.0757,0.5594,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step800000-tokens3360B,90,-0.5408,0.0649,-0.437,0.0959,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step950000-tokens3990B,90,-0.5458,0.033,-0.456,0.049,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.7958,0.001,-0.6718,0.001,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.6715,0.017,-0.5793,0.015,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.7827,0.002,-0.6676,0.002,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.0481,0.8342,-0.0916,0.6743,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.7321,0.009,-0.6321,0.008,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.8226,0.001,-0.7429,0.001,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.8167,0.001,-0.7203,0.002,average_rankme,average_rankme,1
signed_ratio,row_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.8173,0.002,-0.7212,0.001,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step50000-tokens210B,90,-0.3649,0.2008,-0.3525,0.1708,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.6181,0.013,-0.6611,0.002,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.494,0.0609,-0.4758,0.043,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step500000-tokens2100B,90,-0.7559,0.002,-0.6568,0.003,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.3338,0.1548,-0.2939,0.1548,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step800000-tokens3360B,90,-0.6979,0.009,-0.5592,0.011,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step950000-tokens3990B,90,-0.6527,0.02,-0.5821,0.017,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.6376,0.021,-0.5538,0.033,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.6554,0.005,-0.5983,0.005,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.5662,0.047,-0.5146,0.0569,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.6537,0.015,-0.5798,0.007,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.7398,0.008,-0.6448,0.005,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.7709,0.004,-0.7017,0.005,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.8531,0.001,-0.7544,0.001,average_rankme,average_rankme,1
signed_ratio,row_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.8044,0.004,-0.7401,0.003,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step50000-tokens210B,90,-0.5126,0.0829,-0.4827,0.0589,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step200000-tokens840B,90,-0.7984,0.003,-0.739,0.001,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step350000-tokens1470B,90,-0.6396,0.015,-0.5501,0.017,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step500000-tokens2100B,90,-0.7476,0.004,-0.6697,0.002,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.1375,0.5684,-0.1659,0.4156,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.4758,0.0619,-0.4556,0.033,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step950000-tokens3990B,90,-0.5912,0.0519,-0.5653,0.02,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step1432000-tokens6014B,90,-0.6344,0.008,-0.5626,0.02,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.524,0.0629,-0.5633,0.024,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.4986,0.0669,-0.4549,0.0719,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.7372,0.003,-0.6688,0.002,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.6507,0.012,-0.5881,0.007,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.7755,0.002,-0.6809,0.006,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.822,0.001,-0.7077,0.001,average_rankme,average_rankme,1
signed_ratio,row_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.7582,0.007,-0.6636,0.005,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step50000-tokens210B,90,0.5699,0.0559,0.4578,0.0939,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step200000-tokens840B,90,0.7798,0.002,0.644,0.007,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step350000-tokens1470B,90,0.2422,0.4635,0.2177,0.4655,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step500000-tokens2100B,90,0.5379,0.0869,0.3813,0.1958,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step650000-tokens2730B,90,-0.305,0.2228,-0.2154,0.4076,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step800000-tokens3360B,90,0.3543,0.2468,0.4051,0.1389,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step950000-tokens3990B,90,-0.3945,0.1489,-0.4139,0.1159,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step1432000-tokens6014B,90,0.5455,0.0599,0.4306,0.1149,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step1700000-tokens7232B,90,0.4639,0.1209,0.3525,0.1888,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.2031,0.5115,-0.2088,0.4665,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.1571,0.4915,-0.1864,0.4206,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.1327,0.6733,0.1294,0.6533,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.1207,0.6434,0.0411,0.8751,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.1241,0.6384,-0.2176,0.3477,average_rankme,average_rankme,1
signed_ratio,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.3249,0.1598,-0.3708,0.0659,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step50000-tokens210B,90,0.6051,0.023,0.4927,0.047,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step200000-tokens840B,90,0.4843,0.1009,0.3168,0.2507,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step350000-tokens1470B,90,0.269,0.3686,0.188,0.5125,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.5986,0.05,0.4881,0.0779,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step650000-tokens2730B,90,0.5213,0.011,0.4317,0.0739,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.5172,0.0649,0.4598,0.0699,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step950000-tokens3990B,90,-0.193,0.5844,-0.1968,0.5155,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step1432000-tokens6014B,90,0.4293,0.1558,0.3602,0.1848,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.075,0.7922,0.0365,0.8971,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step1850000-tokens8492B,90,0.3769,0.1948,0.3104,0.2308,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.6362,0.014,0.514,0.042,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step2150000-tokens11012B,90,0.3705,0.2268,0.2911,0.2727,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.3111,0.2148,0.2033,0.3886,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.2221,0.3816,-0.2923,0.2308,average_rankme,average_rankme,1
signed_ratio,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.394,0.1758,-0.5236,0.0599,average_rankme,average_rankme,1
signed_ratio,col_norm,16,per_ckpt,step50000-tokens210B,90,0.6411,0.024,0.5493,0.026,average_rankme,average_rankme,1
signed_ratio,col_norm,16,per_ckpt,step200000-tokens840B,90,0.7752,0.007,0.583,0.026,average_rankme,average_rankme,1
